SWC390-1.p,SWC026-1.p,1.0
SWC390-1.p,SWC035-1.p,1.0
SWC390-1.p,SWC036-1.p,1.0
SWC390-1.p,SWC037-1.p,1.0
SWC390-1.p,SWC054-1.p,1.0
SWC390-1.p,SWC059-1.p,1.0
SWC390-1.p,SWC060-1.p,1.0
SWC390-1.p,SWC069-1.p,1.0
SWC390-1.p,SWC078-1.p,1.0
SWC390-1.p,SWC082-1.p,1.0
SWC390-1.p,SWC086-1.p,1.0
SWC390-1.p,SWC093-1.p,1.0
SWC390-1.p,SWC113-1.p,1.0
SWC390-1.p,SWC116-1.p,1.0
SWC390-1.p,SWC119-1.p,1.0
SWC390-1.p,SWC121-1.p,1.0
SWC390-1.p,SWC126-1.p,1.0
SWC390-1.p,SWC127-1.p,1.0
SWC390-1.p,SWC136-1.p,1.0
SWC390-1.p,SWC138-1.p,1.0
SWC390-1.p,SWC139-1.p,1.0
SWC390-1.p,SWC140-1.p,1.0
SWC390-1.p,SWC141-1.p,1.0
SWC390-1.p,SWC142-1.p,1.0
SWC390-1.p,SWC143-1.p,1.0
SWC390-1.p,SWC144-1.p,1.0
SWC390-1.p,SWC145-1.p,1.0
SWC390-1.p,SWC146-1.p,1.0
SWC390-1.p,SWC147-1.p,1.0
SWC390-1.p,SWC150-1.p,1.0
SWC390-1.p,SWC203-1.p,1.0
SWC390-1.p,SWC205-1.p,1.0
SWC390-1.p,SWC206-1.p,1.0
SWC390-1.p,SWC209-1.p,1.0
SWC390-1.p,SWC210-1.p,1.0
SWC390-1.p,SWC217-1.p,1.0
SWC390-1.p,SWC255-1.p,1.0
SWC390-1.p,SWC256-1.p,1.0
SWC390-1.p,SWC358-1.p,1.0
SWC390-1.p,SWC362-1.p,1.0
SWC390-1.p,SWC363-1.p,1.0
SWC390-1.p,SWC369-1.p,1.0
SWC390-1.p,SWC374-1.p,1.0
SWC390-1.p,SWC375-1.p,1.0
SWC390-1.p,SWC381-1.p,1.0
SWC390-1.p,SWC385-1.p,1.0
SWC390-1.p,SWC386-1.p,1.0
SWC390-1.p,SWC387-1.p,1.0
SWC390-1.p,SWC388-1.p,1.0
SWC390-1.p,SWC390-1.p,1.0
SWC390-1.p,SWC391-1.p,1.0
SWC390-1.p,SWC393-1.p,1.0
SWC390-1.p,SWC394-1.p,1.0
SWC390-1.p,SWC405-1.p,1.0
SWC390-1.p,SWC411-1.p,1.0
SWC390-1.p,SWC409-1.p,0.986364
SWC390-1.p,SWC062-1.p,0.985833
SWC390-1.p,SWC088-1.p,0.984
SWC390-1.p,SWC211-1.p,0.984
SWC390-1.p,SWC149-1.p,0.981111
SWC390-1.p,SWC342-1.p,0.979231
SWC390-1.p,SWC355-1.p,0.977857
SWC390-1.p,SWC364-1.p,0.977857
SWC390-1.p,SWC354-1.p,0.9775
SWC390-1.p,SWC382-1.p,0.9775
SWC390-1.p,SWC027-1.p,0.977222
SWC390-1.p,SWC055-1.p,0.977222
SWC390-1.p,SWC056-1.p,0.977222
SWC390-1.p,SWC107-1.p,0.977222
SWC390-1.p,SWC079-1.p,0.975833
SWC390-1.p,SWC356-1.p,0.975625
SWC390-1.p,SWC383-1.p,0.975625
SWC390-1.p,SWC019-1.p,0.975556
SWC390-1.p,SWC084-1.p,0.975
SWC390-1.p,SWC207-1.p,0.975
SWC390-1.p,SWC341-1.p,0.974545
SWC390-1.p,SWC114-1.p,0.974375
SWC390-1.p,SWC115-1.p,0.974375
SWC390-1.p,SWC122-1.p,0.973636
SWC390-1.p,SWC102-1.p,0.973333
SWC390-1.p,SWC368-1.p,0.973333
SWC390-1.p,SWC376-1.p,0.973333
SWC390-1.p,SWC396-1.p,0.973333
