SWC281-1.p,SWC006-1.p,1.0
SWC281-1.p,SWC007-1.p,1.0
SWC281-1.p,SWC026-1.p,1.0
SWC281-1.p,SWC027-1.p,1.0
SWC281-1.p,SWC030-1.p,1.0
SWC281-1.p,SWC035-1.p,1.0
SWC281-1.p,SWC036-1.p,1.0
SWC281-1.p,SWC042-1.p,1.0
SWC281-1.p,SWC094-1.p,1.0
SWC281-1.p,SWC095-1.p,1.0
SWC281-1.p,SWC182-1.p,1.0
SWC281-1.p,SWC183-1.p,1.0
SWC281-1.p,SWC184-1.p,1.0
SWC281-1.p,SWC185-1.p,1.0
SWC281-1.p,SWC187-1.p,1.0
SWC281-1.p,SWC188-1.p,1.0
SWC281-1.p,SWC189-1.p,1.0
SWC281-1.p,SWC190-1.p,1.0
SWC281-1.p,SWC192-1.p,1.0
SWC281-1.p,SWC257-1.p,1.0
SWC281-1.p,SWC258-1.p,1.0
SWC281-1.p,SWC262-1.p,1.0
SWC281-1.p,SWC276-1.p,1.0
SWC281-1.p,SWC279-1.p,1.0
SWC281-1.p,SWC322-1.p,1.0
SWC281-1.p,SWC324-1.p,1.0
SWC281-1.p,SWC375-1.p,1.0
SWC281-1.p,SWC378-1.p,1.0
SWC281-1.p,SWC391-1.p,1.0
SWC281-1.p,SWC392-1.p,1.0
SWC281-1.p,SWC402-1.p,1.0
SWC281-1.p,SWC405-1.p,1.0
SWC281-1.p,SWC407-1.p,1.0
SWC281-1.p,SWC408-1.p,1.0
SWC281-1.p,SWC409-1.p,1.0
SWC281-1.p,SWC411-1.p,1.0
SWC281-1.p,SWC163-1.p,0.982
SWC281-1.p,SWC164-1.p,0.982
SWC281-1.p,SWC171-1.p,0.982
SWC281-1.p,SWC172-1.p,0.982
SWC281-1.p,SWC335-1.p,0.982
SWC281-1.p,SWC169-1.p,0.98
SWC281-1.p,SWC177-1.p,0.98
SWC281-1.p,SWC339-1.p,0.98
SWC281-1.p,SWC342-1.p,0.979231
SWC281-1.p,SWC314-1.p,0.976875
SWC281-1.p,SWC368-1.p,0.975333
SWC281-1.p,SWC300-1.p,0.973571
SWC281-1.p,SWC395-1.p,0.970909
SWC281-1.p,SWC374-1.p,0.970769
SWC281-1.p,SWC284-1.p,0.969474
SWC281-1.p,SWC078-1.p,0.969286
SWC281-1.p,SWC218-1.p,0.969167
SWC281-1.p,SWC039-1.p,0.969091
SWC281-1.p,SWC114-1.p,0.96875
SWC281-1.p,SWC115-1.p,0.96875
SWC281-1.p,SWC118-1.p,0.968667
SWC281-1.p,SWC353-1.p,0.968333
SWC281-1.p,SWC371-1.p,0.968333
SWC281-1.p,SWC259-1.p,0.967619
SWC281-1.p,SWC295-1.p,0.965217
SWC281-1.p,SWC075-1.p,0.965
SWC281-1.p,SWC286-1.p,0.964
SWC281-1.p,SWC287-1.p,0.964
SWC281-1.p,SWC329-1.p,0.964
SWC281-1.p,SWC345-1.p,0.964
SWC281-1.p,SWC098-1.p,0.963684
SWC281-1.p,SWC400-1.p,0.963636
SWC281-1.p,SWC153-1.p,0.961579
SWC281-1.p,SWC227-1.p,0.961579
SWC281-1.p,SWC219-1.p,0.9615
SWC281-1.p,SWC399-1.p,0.96125
SWC281-1.p,SWC155-1.p,0.960556
SWC281-1.p,SWC315-1.p,0.96
SWC281-1.p,SWC226-1.p,0.958824
SWC281-1.p,SWC293-1.p,0.957692
SWC281-1.p,SWC220-1.p,0.957059
SWC281-1.p,SWC309-1.p,0.957
SWC281-1.p,SWC420-1.p,0.957
SWC281-1.p,SWC398-1.p,0.955714
SWC281-1.p,SWC044-1.p,0.955556
SWC281-1.p,SWC336-1.p,0.955238
SWC281-1.p,SWC386-1.p,0.955
SWC281-1.p,SWC025-1.p,0.953846
SWC281-1.p,SWC377-1.p,0.953571
SWC281-1.p,SWC397-1.p,0.953571
SWC281-1.p,SWC239-1.p,0.9535
SWC281-1.p,SWC029-1.p,0.952667
SWC281-1.p,SWC019-1.p,0.952222
SWC281-1.p,SWC068-1.p,0.952222
SWC281-1.p,SWC236-1.p,0.952105
SWC281-1.p,SWC248-1.p,0.952105
SWC281-1.p,SWC285-1.p,0.951765
SWC281-1.p,SWC041-1.p,0.951538
SWC281-1.p,SWC032-1.p,0.95
SWC281-1.p,SWC302-1.p,0.95
SWC281-1.p,SWC071-1.p,0.949545
SWC281-1.p,SWC252-1.p,0.949444
SWC281-1.p,SWC376-1.p,0.949167
SWC281-1.p,SWC387-1.p,0.949167
SWC281-1.p,SWC396-1.p,0.949167
SWC281-1.p,SWC410-1.p,0.949167
SWC281-1.p,SWC221-1.p,0.948824
SWC281-1.p,SWC222-1.p,0.948824
